name,count,pctwhite,pctblack
RUA,1060,49.72,0
SEID,1060,59.06,4.81
TEHRANI,1060,81.98,0
TINGEY,1060,96.42,0
VAUSE,1060,93.58,3.11
WILLMORE,1060,86.13,4.72
AMASON,1059,93.77,2.74
BROOKOVER,1059,96.69,0
BULLUCK,1059,44.48,52.5
FISHBEIN,1059,96.79,0
FLYTHE,1059,37.58,60.43
HALPER,1059,96.6,0.94
HARTLESS,1059,95.75,0
HOBDY,1059,42.49,52.97
LESUEUR,1059,76.96,19.36
LIZARDI,1059,12.56,0.66
SNELGROVE,1059,96.79,0
STRICK,1059,93.3,0.85
STRIKER,1059,91.31,1.98
TATEM,1059,65.44,30.12
WEIKERT,1059,97.26,0
WISSMAN,1059,95.66,0
ANDING,1058,75.61,18.9
BIERLY,1058,96.98,0
BOURBEAU,1058,97.16,0
BROCKMEYER,1058,95.46,0
BURNWORTH,1058,98.11,0
CLEWIS,1058,54.73,40.36
COLCLASURE,1058,94.42,0.47
DIERKING,1058,97.16,0
GAYMON,1058,21.74,74.57
MCCLANE,1058,87.24,8.03
MEALS,1058,86.2,10.59
PATZER,1058,95.84,0
PEETS,1058,84.03,10.59
RHODA,1058,91.02,3.88
SAMPLEY,1058,92.82,0.76
SEIPEL,1058,96.98,0
SHIEH,1058,1.7,0
SHUBIN,1058,89.79,0.95
ANDRY,1057,64.71,29.8
BAILIE,1057,95.46,0.66
BUCHHOLTZ,1057,97.07,0
CHARLOT,1057,8.14,80.51
DUCEY,1057,97.73,0.66
GAULKE,1057,98.86,0
GONDEK,1057,96.69,0
GROSSMANN,1057,96.5,0
HAMMERSCHMIDT,1057,97.92,0
HEINLE,1057,97.35,0
HORNADAY,1057,92.43,5.87
HUCKABAY,1057,93.38,0
MOWATT,1057,55.53,35.48
NEATHERY,1057,94.23,0
PAZMINO,1057,9.27,0.57
SESSLER,1057,93.85,1.61
VANZILE,1057,88.93,0
VOSSLER,1057,96.31,0
ADSIT,1056,96.69,0
BEGG,1056,90.15,0
BROKER,1056,91.19,1.42
INNOCENT,1056,13.83,71.21
KOCIAN,1056,97.16,0
LEM,1056,19.13,1.04
MADDALENA,1056,96.31,0
MARLETT,1056,94.03,1.89
MELAMED,1056,93.37,0
MIKOS,1056,96.69,0
OJA,1056,91.86,1.23
PAFF,1056,94.79,1.14
PIO,1056,66.38,0
POTH,1056,93.47,0
RICHWINE,1056,97.25,0
RUDA,1056,91.76,0
SCHILLACI,1056,94.03,0.47
ALSOBROOK,1055,78.1,16.59
AYSCUE,1055,95.45,2.56
BASKINS,1055,71,26.54
BRANDS,1055,92.99,0
BUECHEL,1055,97.16,0
DAGGS,1055,47.68,44.08
GONDA,1055,75.45,0
HABERKORN,1055,97.25,0
HARTEL,1055,96.97,0
HAZELTINE,1055,95.07,0
HUNTON,1055,88.53,4.74
LANTRIP,1055,96.49,0
LEONI,1055,90.62,0
LICONA,1055,4.27,0
PADRO,1055,14.79,1.14
PUFF,1055,94.12,3.13
QUERRY,1055,93.27,1.04
SACKMAN,1055,97.06,0.57
SOBER,1055,91.56,2.46
STANKE,1055,96.97,0
WOLTZ,1055,91.75,5.5
ZWART,1055,97.35,0
ACE,1054,86.62,6.64
APLIN,1054,92.69,2.37
BARTOLOMEO,1054,95.35,0
COLGROVE,1054,95.16,0
GANTER,1054,86.24,11.39
HALLING,1054,96.39,0
HESLER,1054,96.58,0
LEATHAM,1054,91.84,3.23
BASALDUA,1053,8.36,0
FUJIWARA,1053,5.7,0
HAINLINE,1053,95.92,0
HENGST,1053,96.49,0
KAPUR,1053,9.78,0
KIENZLE,1053,97.72,0
KRONER,1053,95.82,1.61
MIAO,1053,0.95,0
MUTSCHLER,1053,98.77,0
ORSI,1053,94.68,0
PAIS,1053,68.57,0
RYLANDER,1053,81.96,12.16
SANDEN,1053,89.93,3.89
SUSI,1053,88.98,1.14
TERMINI,1053,94.49,0
YAMANE,1053,6.46,0
ZIPP,1053,95.44,0
BAUERLE,1052,96.48,0.95
BUENAVENTURA,1052,3.52,0
ESQUILIN,1052,4.47,5.23
FRUTOS,1052,6.65,0
GAUGLER,1052,98.48,0
GOLEY,1052,87.83,6.56
HIPSHER,1052,92.21,3.14
MACLELLAN,1052,97.53,0
MEHRING,1052,95.82,0
REHN,1052,96.01,1.43
STAUBIN,1052,91.73,3.14
STIERS,1052,95.53,0
WILDEY,1052,95.72,0
AMIR,1051,44.15,9.42
BARRESI,1051,95.81,0
BOGUS,1051,81.45,17.13
BONG,1051,58.42,1.43
CANARY,1051,95.43,2.28
CAPPELLI,1051,96.76,0
CLAUSING,1051,96.19,0
GEARHEART,1051,97.53,0.57
GENEST,1051,96.48,0
GRELLA,1051,97.15,0
MADDOCKS,1051,93.05,1.81
MULHERIN,1051,96.86,0
OAKMAN,1051,68.03,28.07
ROETTGER,1051,96.96,0
SKILLINGS,1051,91.06,5.9
URIE,1051,93.72,2.38
BERQUIST,1050,97.71,0
CORLE,1050,95.62,1.43
DELAPP,1050,89.71,6.38
DUNNINGTON,1050,84.48,12.29
FOGLIA,1050,93.14,0
GILBRIDE,1050,97.9,0
HARVARD,1050,57.71,38
KRENEK,1050,98,0
MANTEL,1050,94,1.81
MODY,1050,12.19,3.71
BAZZELL,1049,90.18,5.72
BERNEY,1049,90.75,4.19
GAGNIER,1049,92.28,1.43
GULLETTE,1049,64.44,30.98
GUNDERMAN,1049,97.14,0
HOLADAY,1049,95.81,0
HORINE,1049,95.23,0
LAVAN,1049,61.2,30.98
SALATA,1049,94.76,0
SELVAGE,1049,82.84,13.44
SLAYBAUGH,1049,98.19,0
TOBIA,1049,89.42,0
CALCATERRA,1048,96.37,0
FAUTH,1048,97.61,0
HELMKE,1048,96.28,0
KNICK,1048,95.9,0.57
MARGIOTTA,1048,95.52,0
MEJORADO,1048,3.91,0
SALOMONE,1048,95.13,0
SEVY,1048,94.75,0
SURI,1048,15.84,0
TINKLE,1048,95.52,1.15
VASCONCELLOS,1048,65.65,0
VETRANO,1048,96.95,0
ALLSOP,1047,91.4,6.78
CONEJO,1047,3.34,0
DEROSIA,1047,95.03,0
FLATEN,1047,98.47,0
HAMRE,1047,96.66,0
HANVEY,1047,95.8,0
HOLSCHER,1047,97.52,0
INTERIANO,1047,4.68,0
KLEINBERG,1047,97.9,0
KRAVETZ,1047,95.7,0
LOGSTON,1047,92.65,0.67
MICKLER,1047,90.16,7.55
REINKING,1047,95.42,0
SCHOW,1047,96.28,0
SCHUR,1047,96.56,0
SWAILS,1047,85.86,10.32
SWEETSER,1047,95.42,0
VANBROCKLIN,1047,97.04,0
VARON,1047,60.94,0.67
YINGER,1047,96.47,0
ZELENKA,1047,97.61,0
ARCHAMBEAU,1046,81.45,1.15
ARTIGA,1046,3.73,0
BURPEE,1046,96.18,1.82
CHAGOYA,1046,5.26,0
CLINKENBEARD,1046,93.12,0
DEVORA,1046,5.26,0.86
HALLOWAY,1046,48.28,46.85
KENISON,1046,92.73,0
LOEZA,1046,2.87,0
SCHAAP,1046,97.51,0
SHAMP,1046,93.69,2.01
SIEBEN,1046,95.32,0
SIMONI,1046,92.64,0
STANDER,1046,94.55,2.39
VINEY,1046,60.99,32.6
WEAKS,1046,71.99,24.76
AKHTER,1045,2.49,0
AMSLER,1045,97.42,0
ARJONA,1045,6.41,1.05
BEDENBAUGH,1045,96.27,3.16
BOLZ,1045,96.17,0
BONURA,1045,96.56,0
BROOKHART,1045,95.69,0.86
BRUMBELOW,1045,97.42,0
BRUNDIDGE,1045,26.03,71.29
BUSCHE,1045,95.41,1.34
CLARA,1045,25.17,5.65
DROSTE,1045,98.47,0
DUAN,1045,17.89,4.21
FROCK,1045,98.09,0
GALEA,1045,87.85,0.77
GRAVEN,1045,94.35,0.77
GURR,1045,93.4,0.96
LOHMEYER,1045,97.03,0
LORAH,1045,97.51,0
MACKINTOSH,1045,88.52,0.96
SALVI,1045,81.63,2.78
ALVIN,1044,46.74,45.21
BASU,1044,7.85,0
BOTTI,1044,91.76,0.67
CORAM,1044,78.83,15.8
ELSAYED,1044,67.91,5.46
FASNACHT,1044,97.51,0
FEIGENBAUM,1044,96.36,0.77
HEATHCOCK,1044,93.68,0
HICKMON,1044,27.78,69.44
HILYARD,1044,88.03,5.46
LOUTHAN,1044,97.7,0
MATSUI,1044,5.08,0
MILBOURNE,1044,44.92,51.63
OSBOURN,1044,95.31,1.05
OYAMA,1044,6.7,0
PEUGH,1044,92.15,2.97
STRANSKY,1044,97.13,0
THON,1044,88.41,0.77
VIAU,1044,92.91,3.07
ANTES,1043,88.78,0.58
BALLOW,1043,80.92,9.59
BARNET,1043,80.35,9.2
BLAKESLEY,1043,95.97,0.48
BOURQUIN,1043,95.11,0
BOWERSOCK,1043,97.79,0
CALLEROS,1043,3.55,0
CLELLAND,1043,95.59,2.01
DALLMANN,1043,96.16,0
FLURY,1043,95.21,0.67
FOMBY,1043,39.21,57.43
FRESHWATER,1043,84.76,11.12
GOOTEE,1043,94.92,0
HAMELIN,1043,91.66,4.51
KOELLING,1043,95.88,0
LACROSSE,1043,96.07,0.96
LULL,1043,96.16,1.34
PARFITT,1043,95.59,0
PRUSS,1043,96.36,0
PYBURN,1043,85.81,10.16
RETA,1043,12.66,4.79
RUGH,1043,93.67,2.01
SLAYDEN,1043,86.29,10.64
TRETTER,1043,97.12,0
BELLINI,1042,91.65,0.48
BUTH,1042,74.66,0
CURNOW,1042,92.71,0
GOLLER,1042,96.45,0
GULDEN,1042,96.74,0.86
HALDERMAN,1042,95.59,0
KULIG,1042,97.02,0
LAUE,1042,95.68,0
MCGLASSON,1042,92.42,1.82
PETT,1042,95.87,1.44
ROESNER,1042,96.16,0
SAMRA,1042,37.43,0
SORROW,1042,94.91,0
VANBIBBER,1042,95.97,0
YERBY,1042,75.24,20.25
BIRR,1041,94.43,0
BLANCHET,1041,85.69,4.23
CRALL,1041,94.91,1.34
CURNUTT,1041,92.6,0
DEIBLER,1041,96.73,0
DITTY,1041,96.16,0.77
HALIM,1041,26.03,5.76
HILBORN,1041,93.95,0.67
HONEYWELL,1041,92.22,4.03
INES,1041,26.03,8.84
JASTER,1041,95.77,0
MELLIN,1041,86.07,0.48
NEVIUS,1041,89.63,6.82
OUK,1041,1.25,0
POPPELL,1041,95.97,0
PROVENCE,1041,93.85,0
REBMAN,1041,96.54,0
SCHMICK,1041,97.89,0
SERA,1041,42.65,2.11
STUARD,1041,85.78,9.51
TERRA,1041,85.49,0
VASEY,1041,96.64,1.15
VILLACIS,1041,7.97,0.48
ZEA,1041,38.23,0
ARREAGA,1040,3.94,0.77
CAMBRE,1040,88.46,6.25
CERRITOS,1040,3.37,0
GAINS,1040,45.67,49.52
HOVEN,1040,97.88,0.48
IHLE,1040,96.92,0
JEANCHARLES,1040,1.44,81.54
LOTH,1040,87.98,0.48
ROOTS,1040,47.88,46.73
ZAMBITO,1040,96.25,0
BRUEGGEMANN,1039,96.54,0
CASTILE,1039,61.02,24.64
DECOSTER,1039,93.94,2.98
DESJARLAIS,1039,74.49,0
ESAU,1039,77.77,9.62
FLING,1039,84.02,11.74
KLUTH,1039,96.73,0
LAFRAMBOISE,1039,93.65,0
MCGLAUGHLIN,1039,94.51,1.54
MILLEDGE,1039,34.46,62.66
NORTHAM,1039,91.63,5.49
REMIGIO,1039,10.39,0
RUDLOFF,1039,97.21,0
SCHWARTZKOPF,1039,97.79,0
SHOTT,1039,94.32,0.58
UTECHT,1039,98.75,0
ANTONACCI,1038,96.44,0
BEHL,1038,83.43,1.64
BILAL,1038,8.86,70.62
CARTLEDGE,1038,71.68,25.63
CHOWNING,1038,91.14,5.39
DONAT,1038,86.51,8
ENRIQUE,1038,7.13,1.06
FAIRBANK,1038,95.28,1.25
FURY,1038,92.58,4.24
HUETHER,1038,98.36,0
HYNDMAN,1038,91.04,5.97
KHA,1038,1.16,0
MASCIA,1038,96.05,0
MEUSE,1038,92.49,3.28
NUCKLES,1038,83.24,12.62
PYKE,1038,89.88,3.95
ROTHBERG,1038,96.82,0
SIECK,1038,97.69,0
WYGANT,1038,97.59,1.06
YOUNES,1038,82.85,0
AMPARAN,1037,10.51,0.48
BELZER,1037,93.83,0.68
BENESH,1037,96.72,0.58
BURIAN,1037,97.01,0
FARACI,1037,93.35,0.58
GABER,1037,93.25,0.58
LEHEW,1037,95.37,0.58
MENNE,1037,97.59,0
NIEMEIER,1037,98.65,0
OLD,1037,92,0
OLENICK,1037,97.69,0
SASSAMAN,1037,96.72,0
SEGOVIANO,1037,3.28,0.77
TAKEMOTO,1037,6.27,0
TEAGLE,1037,50.05,45.42
TEPE,1037,97.59,0
TEST,1037,95.08,0
ZAHLER,1037,96.05,0
BEUTEL,1036,97.88,0
CRISCUOLO,1036,96.62,0
FEDAK,1036,97.88,0
HOLTKAMP,1036,97.68,0
HOPF,1036,96.81,0.58
HULLETT,1036,84.36,12.36
KRETSCHMER,1036,96.24,0
MATSUOKA,1036,4.15,0
MINGS,1036,83.88,10.23
MISENHEIMER,1036,91.41,6.85
MONGILLO,1036,98.07,0
MULROONEY,1036,98.07,0
PANGANIBAN,1036,7.34,0
POLLICK,1036,94.31,0
SGROI,1036,95.75,0
SHIRKEY,1036,96.14,0
STODOLA,1036,97.88,0
TOZIER,1036,94.59,0
WEIDLER,1036,98.17,0
BUTTREY,1035,94.4,0
EKBERG,1035,97.68,0
FIORELLO,1035,96.23,0.48
GLADDING,1035,94.49,2.03
GRIFFIE,1035,72.37,24.54
HARMSEN,1035,98.45,0
LIESKE,1035,96.33,0
MADRIZ,1035,4.64,0
MOHS,1035,97.78,0
POMALES,1035,6.76,1.35
PUSKAR,1035,97.78,0
REININGER,1035,95.46,0
STENNIS,1035,13.04,83
STILLE,1035,95.56,1.16
UZZELL,1035,61.06,35.46
WARMACK,1035,61.26,34.98
ANGELONE,1034,98.07,0
BOULTER,1034,94.68,0
BRENTS,1034,80.56,15.18
BURRITT,1034,97,0
CHATTIN,1034,90.62,2.8
CHOUDHRY,1034,6.77,0
CLAFFEY,1034,97.29,0
EDGIN,1034,96.42,0.48
ELIZARRARAS,1034,3.09,0
FRAYER,1034,81.53,13.83
GALLA,1034,90.23,1.93
GAUMER,1034,97.68,0
GAWRONSKI,1034,97.87,0
HENWOOD,1034,96.23,0
LASKER,1034,74.18,16.44
ALMAND,1033,94.29,0.87
BITAR,1033,78.99,0.68
BRACKNEY,1033,96.42,0
BRASE,1033,95.64,1.16
COTTAM,1033,97.48,0
DONADIO,1033,95.45,0
ESSICK,1033,94.68,2.42
GEESEY,1033,97.1,0
HIMEL,1033,95.74,0.68
LALA,1033,62.25,1.74
LAPINE,1033,91.77,0.48
LAUDENSLAGER,1033,97.1,0
LONGMAN,1033,90.32,2.52
MCGILVRAY,1033,96.32,0
MONE,1033,86.93,4.07
REYNARD,1033,83.64,10.36
SALAMA,1033,75.31,2.13
ARGUIJO,1032,7.36,0
BASTON,1032,65.5,27.52
BEITLER,1032,97.38,0
BRISBANE,1032,42.73,50.1
BUECHE,1032,96.61,0.48
BUREK,1032,97.48,0
BURGENER,1032,96.61,0
CARNEAL,1032,95.54,1.84
COLLYER,1032,93.99,0
DONLIN,1032,92.83,0
DUHAIME,1032,96.41,0
DWORAK,1032,97.97,0
FRECH,1032,91.76,0
IREY,1032,95.16,1.16
KOZIK,1032,97.09,0
MONTEJO,1032,9.59,0
NHAN,1032,1.16,0
QUIRARTE,1032,6.78,0
SEGAR,1032,66.86,27.52
TINDER,1032,90.79,5.23
TRAM,1032,5.72,0
VENSON,1032,16.67,78
WALKE,1032,82.36,13.57
YANO,1032,22,0
ALPHIN,1031,95.34,2.33
ARPIN,1031,94.57,0
BOXER,1031,91.17,3.01
DESHPANDE,1031,2.62,0
FALKENBERG,1031,93.99,0
GERIG,1031,96.9,0
LEARD,1031,88.55,1.65
LEMONDS,1031,95.34,0
PINNICK,1031,83.03,13.48
SALM,1031,95.73,0
SARKIS,1031,89.62,0
SHAWN,1031,79.34,11.35
SHELLER,1031,93.6,2.23
SILVERTHORN,1031,94.18,0.68
STIGLER,1031,62.27,34.92
CARN,1030,58.74,34.95
COPEN,1030,96.8,0
FARRISH,1030,53.2,40.39
HAITHCOCK,1030,87.18,8.64
HALIBURTON,1030,25.44,69.71
PAPROCKI,1030,98.25,0
PIERI,1030,95.24,0
PROBASCO,1030,94.47,1.94
SLAYMAKER,1030,97.77,0
ARITA,1029,7.29,0
BRUEN,1029,91.16,6.03
CARDARELLI,1029,93.97,0
DREISBACH,1029,95.63,0
FICHTNER,1029,96.89,0
HINSLEY,1029,86.01,3.6
HYMER,1029,92.91,0.78
KECKLER,1029,95.14,0
MELFI,1029,95.24,0.68
PLEITEZ,1029,3.98,0.97
SLABY,1029,97.96,0
SOLLEY,1029,95.53,0.68
TANGUMA,1029,7.87,0
VENEZIANO,1029,96.5,0
WIBERG,1029,97.28,0
BERA,1028,51.17,1.07
BRANSCOME,1028,93.09,5.74
BROOKING,1028,87.26,9.73
DISTASIO,1028,96.89,0
ECTOR,1028,18.77,74.81
FERRUCCI,1028,95.53,0.49
FULLINGTON,1028,90.27,7.1
GOWENS,1028,73.74,21.4
GUE,1028,79.38,11.28
HENNESSEE,1028,92.41,3.5
KABIR,1028,9.63,4.67
KERRICK,1028,92.7,4.09
KISSNER,1028,97.18,0
LICK,1028,96.69,0.49
MAGINNIS,1028,95.14,0.58
MAYBEE,1028,85.02,1.17
MENSER,1028,89.3,8.17
PATRIDGE,1028,86.77,9.82
PRADA,1028,29.47,0
QUARANTA,1028,93.58,0.88
REDUS,1028,69.36,25.88
SPONSLER,1028,97.28,0
TEMPEL,1028,97.37,0
WEDEMEYER,1028,93,0
BELGARDE,1027,27.07,3.41
BERTINO,1027,98.25,0
BEVEL,1027,67.38,28.53
BODENHAMER,1027,95.91,1.46
DEGLER,1027,95.42,0.49
FABBRI,1027,93.18,0
FIGARO,1027,35.64,43.43
JEFFERIS,1027,94.55,2.73
KOVACEVIC,1027,91.24,0
KUNST,1027,95.62,0
LEJA,1027,87.54,0
RUFFO,1027,89.39,0
SHERBERT,1027,94.74,1.75
STEARMAN,1027,96.01,0
TRICKETT,1027,94.16,0
ZAFAR,1027,11.59,0
AHLGREN,1026,96.98,0
ARMAN,1026,72.71,4.68
COBO,1026,24.85,0
CURBELO,1026,9.45,1.07
EMMA,1026,93.08,2.34
HANRATTY,1026,96.78,0
LITWILLER,1026,98.44,0
LYDAY,1026,77.97,14.33
MABEE,1026,93.37,1.36
MALLONEE,1026,94.64,0
MUFF,1026,79.24,17.93
RIDEAUX,1026,3.7,89.96
SWASEY,1026,84.31,8.48
VALDIVIESO,1026,11.79,0.49
BIERY,1025,97.85,0
BUECHNER,1025,95.9,0
FATE,1025,75.8,21.46
FRAGALE,1025,96.2,0
GLUNT,1025,97.27,0.49
HEMSLEY,1025,64.78,30.44
HICKAM,1025,95.12,1.76
HORNBAKER,1025,96.98,0
LACORTE,1025,90.83,0
MAHMUD,1025,17.56,9.07
MATEOS,1025,4.59,0
MICKLEY,1025,95.9,0
MOUDY,1025,93.37,1.46
REUSCH,1025,97.66,0
SABADO,1025,13.95,0
SCHNURR,1025,98.54,0
AINSLIE,1024,93.07,0
BRANDNER,1024,96.88,0
BYRGE,1024,97.17,0
CAWOOD,1024,97.27,0
COUVILLION,1024,94.34,0.78
DILTZ,1024,86.23,10.25
DOUBLEDAY,1024,90.23,0.59
GASIOR,1024,97.27,0
HEATWOLE,1024,98.34,0
KERSCHNER,1024,98.14,0
KONKLE,1024,97.95,0
LOOKER,1024,97.46,0
LUPIEN,1024,75.49,0.78
ODER,1024,96.09,0.88
OHAIR,1024,93.46,1.66
OKAZAKI,1024,4.59,0
PERCELL,1024,64.55,30.66
POYTHRESS,1024,81.45,15.63
QUAINTANCE,1024,88.09,9.47
RACZ,1024,95.02,0
SKIRVIN,1024,95.21,0
STEITZ,1024,96.09,0
SVENSON,1024,96.48,0
VERMETTE,1024,95.31,0
WEATHERALL,1024,41.99,54.49
WIN,1024,8.3,4.79
ZUPANCIC,1024,97.46,0
BARES,1023,91.5,2.74
COSTANTINI,1023,96.58,0
FREES,1023,94.13,0
KALLIO,1023,95.8,0
METHVIN,1023,95.31,0
MONNIER,1023,95.21,0.59
PRUDENCIO,1023,9.19,0
SCAFIDI,1023,95.99,0.59
TROUSDALE,1023,92.77,0.59
BORGMANN,1022,97.36,0
COGLEY,1022,95.6,0
GIGANTE,1022,89.63,0
HAYSE,1022,89.24,7.05
KURKOWSKI,1022,95.6,0
LAVOY,1022,87.08,0
MAHABIR,1022,5.28,20.65
WAFFORD,1022,60.47,35.23
WERTHEIMER,1022,96.28,0
WIENKE,1022,96.77,0
BRINLEY,1021,96.96,1.18
BURGHER,1021,81.98,13.42
CHARLSON,1021,93.05,1.57
DANEK,1021,95.79,0.98
GAVIGAN,1021,96.77,0
GOODLING,1021,99.02,0
ITALIANO,1021,95.79,0
LIEBL,1021,95.89,0
LORICK,1021,37.32,53.77
LOWEN,1021,87.95,5.19
LOWERS,1021,88.93,8.42
MINNIX,1021,92.26,5.78
PALIN,1021,81,11.66
PREVETTE,1021,97.26,0
SOBERS,1021,31.64,59.35
WEHUNT,1021,97.65,0
WHITSELL,1021,93.05,3.43
BURKARD,1020,95.2,0
GIANNOTTI,1020,94.22,0
GUILLOTTE,1020,94.02,3.53
HALFACRE,1020,81.08,12.75
ISABELLE,1020,75.78,19.31
JUSTO,1020,17.25,0
KASPRZYK,1020,97.45,0
KUBA,1020,81.96,0
MEGGS,1020,74.61,21.96
MINO,1020,55.98,0
MODE,1020,90.78,5.49
MORGANTI,1020,97.65,0
RADIN,1020,94.51,1.37
SCHNELLE,1020,96.67,0
STJAMES,1020,77.06,15.1
BUDNIK,1019,95.88,0
GANDARILLA,1019,2.45,0
MACBETH,1019,90.87,4.32
MAYHUE,1019,72.91,24.34
MICHALEC,1019,96.76,0
OXNER,1019,80.77,17.66
SAULTER,1019,58,37.1
SERFASS,1019,98.14,0.49
THODE,1019,94.7,1.08
WYKOFF,1019,94.7,3.14
YACOUB,1019,83.51,0.98
BELLAR,1018,95.58,1.18
BIBLER,1018,97.05,0
BOYDSTUN,1018,90.37,0
COPHER,1018,85.66,7.37
DOLLARHIDE,1018,85.36,3.83
DOMINIC,1018,71.12,12.57
EISEL,1018,96.86,0
FAAS,1018,96.66,0
GRANA,1018,67.49,0
GUARDINO,1018,93.22,0
HUETT,1018,93.32,3.93
ILLIG,1018,96.66,0
LACAZE,1018,84.48,10.9
LUEBBERT,1018,96.37,0
LYFORD,1018,96.86,0
MCGETTIGAN,1018,97.35,0
NEWMARK,1018,94.79,0.79
PLACIDO,1018,39.98,0.79
REPKO,1018,98.04,0
WIDMANN,1018,95.87,0
EWAN,1017,82.69,10.42
FOOTMAN,1017,8.65,87.91
MCRAY,1017,55.46,39.63
TREVATHAN,1017,90.66,4.13
BLATCHFORD,1016,87.6,0
BULLINGER,1016,97.24,0.59
BURKMAN,1016,94.69,1.38
CHILCOAT,1016,96.75,0
DARTEZ,1016,80.61,15.16
EDEL,1016,96.26,0.79
FANE,1016,60.83,30.51
GRATTAN,1016,93.7,2.85
HAHNE,1016,95.87,0
HANSSEN,1016,95.96,0
KERCHNER,1016,96.75,0
LEANDRO,1016,43.21,1.18
LEGGIO,1016,96.75,0.49
LEMAR,1016,74.02,19.69
MAWHINNEY,1016,95.18,0
PFLUEGER,1016,94.98,0
POL,1016,39.57,0
RUSHFORD,1016,94.78,0.69
SABB,1016,15.65,80.31
TENCH,1016,89.27,7.97
VITELLI,1016,97.24,0
ZENON,1016,11.12,58.37
ADRIANO,1015,19.01,0.69
BACOTE,1015,5.12,91.63
BARRETTO,1015,27.78,0
BENEVENTO,1015,95.67,0
BRIERLEY,1015,97.04,0
GUBLER,1015,96.95,0
KOELSCH,1015,96.26,0
MATE,1015,85.91,2.66
MCGILLICUDDY,1015,96.95,0.49
NAAS,1015,97.44,0
PATANE,1015,91.72,0
PEAKS,1015,27.78,68.08
RAMNARINE,1015,4.43,15.67
SCHNITZLER,1015,95.96,0
SPRENKLE,1015,96.55,0
ULBRICH,1015,95.96,0
VIOLANTE,1015,68.97,0
WILKISON,1015,93.69,3.05
ZUNDEL,1015,96.45,0
ANTILL,1014,97.53,0
BELLEVILLE,1014,94.28,0
DWORKIN,1014,97.24,0
HOLDAWAY,1014,96.45,0
JERRELL,1014,88.66,8.28
KRISTENSEN,1014,95.07,0.89
LENDERMAN,1014,97.34,0
MONDY,1014,54.04,38.56
MURGA,1014,13.71,0
NAJARRO,1014,5.62,0.79
POMA,1014,77.02,1.87
REILING,1014,95.96,0
RENCH,1014,96.75,0.49
SARA,1014,68.34,3.65
SARRATT,1014,75.84,18.84
STASKO,1014,98.13,0
TOPEL,1014,95.86,0
VERITY,1014,94.87,0
VINAS,1014,13.41,0
ZIEBARTH,1014,97.14,0
BAUCUM,1013,83.71,11.15
DAUPHINAIS,1013,90.23,0
FARIES,1013,93.29,1.97
FUGETT,1013,84.9,11.15
FURUKAWA,1013,7.21,0
GRILLI,1013,95.76,0
HARRING,1013,84.8,12.34
OHANIAN,1013,93.09,0
ORMISTON,1013,97.53,0
OSEGUEDA,1013,7.9,0
SEMIEN,1013,3.95,87.96
STOOTS,1013,96.84,1.48
TULLEY,1013,83.61,4.74
VANGUILDER,1013,95.26,0
WIEGERT,1013,95.46,0
YANTIS,1013,95.06,1.58
ZIER,1013,97.14,0
ALTHAUS,1012,95.75,0
ANZURES,1012,9.88,0
BURDITT,1012,84.09,11.96
CHIESA,1012,90.51,0
COVIN,1012,49.9,44.17
ELZY,1012,35.08,57.61
GLAESER,1012,97.13,0
HUSEBY,1012,96.15,0
LAMORE,1012,91.11,3.75
MCCUISTON,1012,87.06,8.99
MCFERREN,1012,70.75,25.99
MINSON,1012,83.6,9.68
MONGEON,1012,94.17,1.28
NITTA,1012,19.37,0
RADECKI,1012,96.15,0.69
RIBAUDO,1012,97.33,0
SHEARON,1012,95.45,2.57
SOBOTA,1012,98.22,0
SPIEKER,1012,97.63,0
STAKE,1012,92.29,2.08
STEFANIAK,1012,97.83,0
STRAKER,1012,43.08,50.69
SWEETLAND,1012,92.19,2.37
VALOIS,1012,79.84,0
VANWIE,1012,96.05,0
VENTURINI,1012,93.08,0
BELTRE,1011,2.87,0.99
BRAYMAN,1011,95.35,0
DEVILBISS,1011,96.54,0
EDRINGTON,1011,85.06,11.77
EWER,1011,95.45,1.29
HARTT,1011,91.2,1.29
INMON,1011,80.61,16.22
ISABEL,1011,42.14,19.19
KEANEY,1011,94.96,2.18
KRASNER,1011,96.83,0
MALAK,1011,92.19,0
THRONE,1011,93.97,3.26
TITO,1011,55.39,0
VERMEER,1011,96.14,0
BENIGNO,1010,70.79,0.5
BERRIDGE,1010,85.64,8.61
BOSQUE,1010,16.24,2.97
BRITE,1010,73.56,20
CLINES,1010,84.46,13.47
GLEAVES,1010,69.8,25.05
KOENEN,1010,96.04,0
KUBICKI,1010,96.93,0
KUDLA,1010,95.84,0
MCBEATH,1010,69.7,24.65
SEIPLE,1010,97.92,0
WARKENTIN,1010,98.32,0
BADON,1009,51.93,42.02
BALAN,1009,39.25,13.78
BANKO,1009,96.33,1.09
BURKEEN,1009,88.8,8.52
CAUSBY,1009,90.98,6.74
CHOINIERE,1009,97.82,0
GARLING,1009,93.56,4.06
